name,idea,location,start_date,operating_years,number_employees,status,latest_funding_round
MD Insider,Machine Learning Enabled Provider Performance Transparency,Santa Monica,,,51-200,,
Clerky,Helping startups get legal stuff done right (and fast).,Burlingame,,,1-10,,
LevelEleven,Enterprise gamification software,Detroit,,,1-10,,
Voyat,guest retention platform for hotels,New York City,,,11-50,,
uBiome,Big Data from Bacteria,San Francisco,,,201-500,,
SoundFocus,Supercharge Your Hearing (YC S13),San Francisco,,,1-10,,
bop.fm,Intelligent permalinks for songs,San Francisco,,,1-10,,
SocialSign.in,Connecting people at and with great venues,San Francisco,,,1-10,,
Campaign,A vertically integrated online furniture brand.,Emeryville,,,1-10,,
BitPay,"The world's leader in bitcoin payments. Spend, accept payments, and build with bitcoin.",Atlanta,,,11-50,,
Fenox Venture Capital,Fenox Venture Capital is a Silicon Valley-based global venture capital firm.,Silicon Valley,,,11-50,,
K5 Ventures,Seed investment fund focused on investments in the US and mostly California,Orange County,,,11-50,,
CollegeFeed,The world's most efficient college recruiting platform,Mountain View,,,11-50,,
MyCrowd QA - A QASource Company,Software crowdtesting,San Francisco Bay Area,,,501-1000,,
Bohemian Guitars,"Guitars, Gear, & Good Times",-,,,1-10,,
AirPair,Micro Consulting Marketplace,San Francisco,,,1-10,,
Pixalate,Leader in fraud protection and data intelligence.,Los Angeles,,,11-50,,
Maven Ventures,The leading Seed venture fund for emerging consumer software startups,Palo Alto,,,1-10,,
Misfit,Inventing and manufacturing wearable and smart home products,San Francisco,,,51-200,,
Slow Ventures,Never climb alone.,Boston,,,11-50,,
Plastiq,"Make payments for tuition, cars, and more on credit card",San Francisco,,,11-50,,
URX,"The Deeplink Search Engine, For Developers (YC S13)",San Francisco,,,11-50,,
EVELO Electric Bicycles,Smart Electric Bicycles Delivered to Your Door,New York City,,,11-50,,
Heavybit,Take your developer product to market,San Francisco,,,1-10,,
Galvanize Ventures,Investment Fund,Denver,,,1-10,,
Vaxess Technologies,Using Silk To Create Heat Stable Vaccines,Boston,,,1-10,,
FocusMotion,"FocusMotion is the data-driven, deep learning solution for orthopedic recovery.",Santa Monica,,,1-10,,
Kato,Vanguard professional messaging system,Oakland,,,11-50,,
Genies,Launching soon on the app store,San Francisco,,,11-50,,
Ahalogy,Optimized Content Marketing at Scale,Cincinnati,,,51-200,,
Sialix,cancer therapeutic with early exit potential,-,,,1-10,,
Massdrop,A social space and marketplace curated by you.,San Francisco,,,51-200,,
SafeGraph,we predict the past,San Francisco,,,11-50,,
Palantir Technologies,Making products for human-driven analysis of real-world data,Palo Alto,,,1-10,,
Fieldwire,The construction app for the field,San Francisco,,,11-50,,
Tripping.com,Tripping is the #1 search engine for vacation rentals. Think: Kayak for Vacation Rentals,-,,,,,
Drive Motors,Online checkout for car dealerships (Y Combinator W2016),San Francisco,,,1-10,,
Subdream Studios,Social VR Game,San Mateo,,,1-10,,
Pilotworks,We help people start and scale quality food brands.,New York City,,,11-50,,
StackShare,"See the best SaaS tools and infrastructure, and who’s using them.",San Francisco,,,1-10,,
Yoshi,Never go to the gas station again,San Francisco,,,,,
Zumper,Bringing magic to your apartment search,San Francisco,,,51-200,,
Sonar,Helping companies drive revenue with mobile messaging,San Francisco,,,1-10,,
Second Measure,See inside companies,San Mateo,,,11-50,,
Hive.co,Helping brands send more relevant email (YC S14),Kitchener,,,1-10,,
CloudApp,Work at the speed of sight.,San Francisco,,,11-50,,
Care.com,The leading marketplace for caregivers,Boston,,,501-1000,,
AdRoll Group,Power connections that drive growth,San Francisco,,,501-1000,,
Morty,Your smart home mortgage. We're hiring!,New York City,,,1-10,,
Talkable,Referral Marketing Platform (YC W11),San Francisco,,,11-50,,
Localize,Localization as a Service,San Francisco,,,11-50,,
Sharethrough,Native monetization tech for modern publishers and media companies. ,San Francisco,,,51-200,,
HyperScience,AI for office work,Sofia,,,11-50,,
Lovepop,Unexpected. Every time.,Boston,,,11-50,,
Leap Motion,Reach into virtual reality with your bare hands,San Francisco,,,51-200,,
Wonolo,Fast. Flexible. Staffing Reinvented.,San Francisco,,,11-50,,
Iterable,"Growth Marketing Platform by Ex-Twitter, Google team. $23M Series B led by Index Ventures.",San Francisco,,,51-200,,
Truly,Make Calling Your Competitive Advantage,San Francisco,,,11-50,,
Tule,Crop water use sensors: helping farmers optimize yield and quality,-,,,1-10,,
wikiHow,Teaching every person on the planet how to do anything,Palo Alto,,,11-50,,
HDS,Defining the next generation of ecommerce,Palo Alto,,,1-10,,
MakeSpace,Your Closet in the Cloud,New York City,,,1-10,,
LogDNA,Easy beautiful logging in the cloud (YC W15),Mountain View,,,1-10,,
Lumi,Packaging for online brands,Los Angeles,,,11-50,,
Weave,Communication Platform for SMBs,Utah,,,51-200,,
Techmate,Your Technology Concierge (YC S16),San Francisco,,,11-50,,
Common,City living made better.,New York City,,,51-200,,
Survata,The Brand Intelligence Platform ,San Francisco,,,11-50,,
Plate IQ,Redefining restaurant operations (YC S15),San Francisco,,,11-50,,
BrandYourself,"The first platform for individuals to clean up, protect and improve your online reputation",Lancaster,,,51-200,,
Datatron,Enterprise AI Platform,Mountain View,,,11-50,,
Moment,"Photography gear, travel, and inspiration",Seattle,,,11-50,,
LawTrades,Creating an open legal system,San Francisco,,,1-10,,
Affirm,Bringing transparency to consumer credit.,San Francisco,,,201-500,,
Apptimize,Accelerate mobile innovation,San Francisco,,,11-50,,
Diffbot,We structure the world's knowledge,Mountain View,,,1-10,,
Qventus,Optimizing hospital operations,Palo Alto,,,11-50,,
Privy,"Capture more emails, improve site conversion, and grow online sales",Boston,,,11-50,,
500px,500px is home to the most passionate photographers from around the world.,Toronto,,,51-200,,
AngelList,A platform for startups,San Francisco,,,51-200,,
NanoNets,Machine Learning as a Service for Developers,San Francisco,,,,,
SFOX,Advanced Bitcoin Trading Platform,San Francisco,,,1-10,,
Pogoseat,Live Event Upgrades (@AngelPad),London,,,1-10,,
Bstow,Bstow is revolutionizing fundraising software for nonprofits and churches.,New York City,,,11-50,,
zeotap,We unite the world's most valuable data to fuel growth. ,Berlin,,,51-200,,
MUBI,Curated Film Streaming Service ,San Francisco,,,51-200,,
Yup.com,Making personalized learning more accessible for students globally.,San Francisco,,,11-50,,
Minted,Design marketplace that connects people with the world’s best artists.,San Francisco,,,201-500,,
Truebill,Effortless Subscription Management,San Francisco,,,1-10,,
Sworkit,"On-demand Personalized Video Exercise delivered to any Screen, anywhere",-,,,1-10,,
Outschool,Community marketplace of live online classes for K-12,San Francisco,,,1-10,,
mLab,Fully managed Database-as-a-Service for MongoDB,San Francisco,,,11-50,,
KITE,Unlocking enterprise growth through startup innovation,San Francisco,,,11-50,,
Constructor.io,Autocomplete and Search Enhancement as a Service,San Francisco,,,11-50,,
Babylist,Loved and trusted by expecting parents. Baby registry + store + content & tools.,Oakland,,,11-50,,
Perch Interactive,Revolutionary Interactive Technology for Retail,New York City,,,11-50,,
Piazza,An online platform where students and instructors come together to learn and teach. ,Palo Alto,,,11-50,,
Wellframe,Connecting people. Amplifying care.,Boston,,,11-50,,
Mashgin,Reinventing the checkout experience,Mountain View,,,11-50,,
Layer,"Imagine, Design, and Engage in the Perfect Customer Conversation",San Francisco,,,11-50,,
Twitch,Social Video for Gamers,San Francisco,,,501-1000,,
Pilot,We’re rewriting the ABCs of ISPs.  ,New York City,,,51-200,,
IActionable,Employee Performance Management through Gamification,Provo,,,1-10,,
Counsyl,an innovative tech company providing people w/ vital information about their bodies ,South San Francisco,,,201-500,,
MeUndies,Softer-than-soft basics for everybody.,Culver City,,,51-200,,
Kinsa,The world's smartest thermometer,San Francisco,,,11-50,,
AdStage,Connecting the Paid Marketer to the Data That They Need,San Francisco,,,11-50,,
Chai,Democratizing Biotechnology,Santa Clara,,,11-50,,
Qordoba,The Qordoba Strings Intelligence Platform: Manage all the words in your products,San Francisco,,,11-50,,
AdHawk,Your Digital Advertising Assistant (Techstars 2015),New York City,,,11-50,,
Citrine Informatics,AI-powered data platform for faster materials development,Redwood City,,,11-50,,
Bitaccess,We make Bitcoin Simple,Mountain View,,,11-50,,
Managed by Q,The Platform for Office Management,New York City,,,51-200,,
Chariot,"Your Commute, Solved",San Francisco,,,51-200,,
Bugsnag,Automatic crash detection for web and mobile apps,San Francisco,,,11-50,,
Envoy,Challenging the status quo of workplace technology.,San Francisco,,,51-200,,
Spry Health,Continuous vital monitoring for improved chronic disease management,Palo Alto,,,11-50,,
Earny,Getting your money back,Santa Monica,,,11-50,,
TapFwd,Private data sharing between companies,San Francisco,,,11-50,,
Mixmax,Email reimagined.,San Francisco,,,11-50,,
ThirdLove,We believe fit should come first,San Francisco,,,51-200,,
Onfleet,Delightful Delivery Management,San Francisco,,,11-50,,
Scoot Networks,Electric Vehicles for Everyone,San Francisco,,,51-200,,
Euclid,Illuminating identity and behavior for the physical world.,San Francisco,,,11-50,,
UpCounsel,Making the legal experience remarkable,San Francisco,,,11-50,,
XY Gaming,Global Esports Tournament Platform,Brisbane,,,1-10,,
Caspar.AI,Home automation as a service,Redwood City,,,11-50,,
Luxe,On-demand valet parking and car services,San Francisco,,,51-200,,
Crayon,"Track, analyze, and act on everything happening outside your company's four walls.",Boston,,,11-50,,
Teachable,Create and Sell Beautiful Online Courses,New York City,,,51-200,,
Fysical Labs,High Accuracy Location Data,San Francisco,,,1-10,,
VoiceOps,AI for enterprise voice data,San Francisco,,,,,
WorkStep,Job network for hourly workers,San Francisco,,,1-10,,
Zenefits,"Introducing the People Platform, because we're in it together.",Vancouver,,,501-1000,,
Shippo,Helping businesses succeed through shipping,San Francisco,,,51-200,,
Xendit,Payments infrastructure for South East Asia,San Francisco,,,,,
HOOKED,Machine learning for storytelling,San Francisco,,,11-50,,
Zeel,Massage On Demand,New York City,,,51-200,,
Swift Navigation,Centimeter-accurate real-time kinematics (RTK) GPS positioning technology ,San Francisco,,,11-50,,
500 Startups,500 Startups is a seed fund & a network of startup programs in Silicon Valley,Mountain View,,,51-200,,
Replicated,"Private SaaS, as a service",Los Angeles,,,1-10,,
Newsela,Daily news at 5 reading levels,New York City,,,51-200,,
CircleUp,online marketplace for direct private equity investments,San Francisco,,,51-200,,
Notion,LEGO for Work,San Francisco,,,1-10,,
Superhuman,The fastest email experience ever made. Sign up now for VIP access.,San Francisco,,,11-50,,
Hush,We're creating the best beauty experience on mobile,Los Angeles,,,11-50,,
LoginRadius,"Smart Customer Identity, Experience, and Security",Vancouver,,,51-200,,
Stedi,Platform to automate billions of dollars in transactions between retailers and suppliers.,Boulder,,,1-10,,
True Link,Financial services for seniors,San Francisco,,,11-50,,
Rainforest,QA as a service - YC S12,San Francisco,,,51-200,,
PeerStreet,A marketplace for investing in real estate backed loans,El Segundo,,,51-200,,
Tetra (YC W17),AI notetaker for meetings,San Francisco,,,1-10,,
Winc,Direct-Distribution Wine Company,Los Angeles,,,51-200,,
Leapfin,Your Single Revenue Source of Truth,San Francisco,,,1-10,,
Bolt,Let's change payments together,Stanford,,,11-50,,
Robinhood,Democratizing America’s financial system,Palo Alto,,,51-200,,
Oscar Insurance,"Leveraging technology and data to make insurance simple, intuitive, and human. ",New York City,,,201-500,,
CircleCI,Continuous Integration and Deployment,San Francisco,,,51-200,,
Stay Wanderful,Instant Gratification - Revolutionizing rewards programs (no more points fatigue) ,New York City,,,11-50,,
brightwheel,The first mobile platform for early education,San Francisco,,,11-50,,
